"Program Area","Project County Code","Project Number","Project Name","Project Street","Project Address Line2","Project City","Project State","Project Zip","Billing Year","Amount Billed","Amount Paid","Pending Amount Due"
"Condominium Project","58","PR1S001747","WESTON LANE, A CONDO","6248 WESTON LANE COURT","","ORLANDO","FL","328104436","2022","72","72","0"
"Condominium Project","58","PR1S001747","WESTON LANE, A CONDO","6248 WESTON LANE COURT","","ORLANDO","FL","328104436","2023","72","79.2","0"
"Condominium Project","58","PR1S001747","WESTON LANE, A CONDO","6248 WESTON LANE COURT","","ORLANDO","FL","328104436","2024","72","87.12","0"
"Condominium Project","58","PR1S001747","WESTON LANE, A CONDO","6248 WESTON LANE COURT","","ORLANDO","FL","328104436","2026","72","72","0"
"Condominium Project","58","PR1S001747","WESTON LANE, A CONDO","6248 WESTON LANE COURT","","ORLANDO","FL","328104436","2025","72","95.83","0"
"Condominium Project","60","PR71918","WESTON PALMS CONDO","333 N EAST 7TH AVE","","GULF STREAM","FL","33444","2022","16","0","19.36"
"Condominium Project","60","PR71918","WESTON PALMS CONDO","333 N EAST 7TH AVE","","GULF STREAM","FL","33444","2023","16","0","21.3"
"Condominium Project","60","PR71918","WESTON PALMS CONDO","333 N EAST 7TH AVE","","GULF STREAM","FL","33444","2024","16","0","23.43"
"Condominium Project","60","PR71918","WESTON PALMS CONDO","333 N EAST 7TH AVE","","GULF STREAM","FL","33444","2025","16","0","25.77"
"Condominium Project","60","PR71918","WESTON PALMS CONDO","333 N EAST 7TH AVE","","GULF STREAM","FL","33444","2026","","",""
"Condominium Project","23","PR1P001290","WESTPARK VILLAS CONDO","5200 WEST 24TH WAY","","HIALEAH","FL","330164006","2025","120","120","0"
"Condominium Project","23","PR1P001290","WESTPARK VILLAS CONDO","5200 WEST 24TH WAY","","HIALEAH","FL","330164006","2026","120","120","0"
"Condominium Project","23","PR1P001290","WESTPARK VILLAS CONDO","5200 WEST 24TH WAY","","HIALEAH","FL","330164006","2022","120","120","0"
"Condominium Project","23","PR1P001290","WESTPARK VILLAS CONDO","5200 WEST 24TH WAY","","HIALEAH","FL","330164006","2023","120","120","0"
"Condominium Project","23","PR1P001290","WESTPARK VILLAS CONDO","5200 WEST 24TH WAY","","HIALEAH","FL","330164006","2024","120","120","0"
"Condominium Project","60","PR77845","WESTPORT CONDO APARTMENTS","312 NORTHLAKE DR","","NORTH PALM BEACH","FL","33408","2022","72","0","79.2"
"Condominium Project","60","PR77845","WESTPORT CONDO APARTMENTS","312 NORTHLAKE DR","","NORTH PALM BEACH","FL","33408","2023","72","0","87.12"
"Condominium Project","60","PR77845","WESTPORT CONDO APARTMENTS","312 NORTHLAKE DR","","NORTH PALM BEACH","FL","33408","2024","72","0","95.83"
"Condominium Project","60","PR77845","WESTPORT CONDO APARTMENTS","312 NORTHLAKE DR","","NORTH PALM BEACH","FL","33408","2025","72","0","105.42"
"Condominium Project","60","PR77845","WESTPORT CONDO APARTMENTS","312 NORTHLAKE DR","","NORTH PALM BEACH","FL","33408","2026","72","439.57","-367.57"
"Condominium Project","58","PR1P005658","WESTRIDGE, A CONDO","333 WOODGATE BOULEVARD","","ORLANDO","FL","32807","2024","384","384","0"
"Condominium Project","58","PR1P005658","WESTRIDGE, A CONDO","333 WOODGATE BOULEVARD","","ORLANDO","FL","32807","2025","384","384","0"
"Condominium Project","58","PR1P005658","WESTRIDGE, A CONDO","333 WOODGATE BOULEVARD","","ORLANDO","FL","32807","2023","384","384","0"
"Condominium Project","58","PR1P005658","WESTRIDGE, A CONDO","333 WOODGATE BOULEVARD","","ORLANDO","FL","32807","2022","384","422.4","0"
"Condominium Project","58","PR1P005658","WESTRIDGE, A CONDO","333 WOODGATE BOULEVARD","","ORLANDO","FL","32807","2026","384","384","0"
"Condominium Project","21","PR1S002285","WESTSHORE AT NAPLES CAY, A CONDO","40 SEAGATE DRIVE","","NAPLES","FL","33940","2023","200","200","0"
"Condominium Project","21","PR1S002285","WESTSHORE AT NAPLES CAY, A CONDO","40 SEAGATE DRIVE","","NAPLES","FL","33940","2022","200","200","0"
"Condominium Project","21","PR1S002285","WESTSHORE AT NAPLES CAY, A CONDO","40 SEAGATE DRIVE","","NAPLES","FL","33940","2025","200","200","0"
"Condominium Project","21","PR1S002285","WESTSHORE AT NAPLES CAY, A CONDO","40 SEAGATE DRIVE","","NAPLES","FL","33940","2026","200","200","0"
"Condominium Project","21","PR1S002285","WESTSHORE AT NAPLES CAY, A CONDO","40 SEAGATE DRIVE","","NAPLES","FL","33940","2024","200","200","0"
"Condominium Project","39","PR1P006969","WESTSHORE CLUB II, A CONDO","4802 WEST GANDY BOULEVARD","","TAMPA","FL","33611","2025","380","0","418"
"Condominium Project","39","PR1P006969","WESTSHORE CLUB II, A CONDO","4802 WEST GANDY BOULEVARD","","TAMPA","FL","33611","2026","380","798","-418"
"Condominium Project","39","PR1P006969","WESTSHORE CLUB II, A CONDO","4802 WEST GANDY BOULEVARD","","TAMPA","FL","33611","2024","380","418","0"
"Condominium Project","39","PR1P006969","WESTSHORE CLUB II, A CONDO","4802 WEST GANDY BOULEVARD","","TAMPA","FL","33611","2022","380","380","0"
"Condominium Project","39","PR1P006969","WESTSHORE CLUB II, A CONDO","4802 WEST GANDY BOULEVARD","","TAMPA","FL","33611","2023","380","380","0"
"Condominium Project","39","PR71413","WESTSHORE YACHT CLUB TOWNHOMES I, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2022","148","148","0"
"Condominium Project","39","PR71413","WESTSHORE YACHT CLUB TOWNHOMES I, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2023","148","148","0"
"Condominium Project","39","PR71413","WESTSHORE YACHT CLUB TOWNHOMES I, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2024","148","148","0"
"Condominium Project","39","PR71413","WESTSHORE YACHT CLUB TOWNHOMES I, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2025","148","148","0"
"Condominium Project","39","PR71413","WESTSHORE YACHT CLUB TOWNHOMES I, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2026","148","148","0"
"Condominium Project","39","PR72076","WESTSHORE YACHT CLUB TOWNHOMES II, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2022","180","180","0"
"Condominium Project","39","PR72076","WESTSHORE YACHT CLUB TOWNHOMES II, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2023","180","180","0"
"Condominium Project","39","PR72076","WESTSHORE YACHT CLUB TOWNHOMES II, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2024","180","180","0"
"Condominium Project","39","PR72076","WESTSHORE YACHT CLUB TOWNHOMES II, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2025","180","180","0"
"Condominium Project","39","PR72076","WESTSHORE YACHT CLUB TOWNHOMES II, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2026","180","180","0"
"Condominium Project","39","PR72604","WESTSHORE YACHT CLUB TOWNHOMES III, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2022","148","148","0"
"Condominium Project","39","PR72604","WESTSHORE YACHT CLUB TOWNHOMES III, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2023","148","148","0"
"Condominium Project","39","PR72604","WESTSHORE YACHT CLUB TOWNHOMES III, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2024","148","148","0"
"Condominium Project","39","PR72604","WESTSHORE YACHT CLUB TOWNHOMES III, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2025","148","148","0"
"Condominium Project","39","PR72604","WESTSHORE YACHT CLUB TOWNHOMES III, A CONDO","S WESTSHORE BLVD","","TAMPA","FL","33616","2026","148","148","0"
"Condominium Project","15","PR1S004140","WESTVIEW","FINSTERWALD DRIVE","","TITUSVILLE","FL","32780","2022","32","32","0"
"Condominium Project","15","PR1S004140","WESTVIEW","FINSTERWALD DRIVE","","TITUSVILLE","FL","32780","2023","32","32","0"
"Condominium Project","15","PR1S004140","WESTVIEW","FINSTERWALD DRIVE","","TITUSVILLE","FL","32780","2024","32","32","0"
"Condominium Project","15","PR1S004140","WESTVIEW","FINSTERWALD DRIVE","","TITUSVILLE","FL","32780","2025","32","32","0"
"Condominium Project","15","PR1S004140","WESTVIEW","FINSTERWALD DRIVE","","TITUSVILLE","FL","32780","2026","32","32","0"
"Condominium Project","16","PR73677","WESTVIEW COMMONS, A CONDO","5060 SW 64TH AVE","","DAVIE","FL","33314","2022","168","168","0"
"Condominium Project","16","PR73677","WESTVIEW COMMONS, A CONDO","5060 SW 64TH AVE","","DAVIE","FL","33314","2023","168","168","0"
"Condominium Project","16","PR73677","WESTVIEW COMMONS, A CONDO","5060 SW 64TH AVE","","DAVIE","FL","33314","2024","168","184.8","0"
"Condominium Project","16","PR73677","WESTVIEW COMMONS, A CONDO","5060 SW 64TH AVE","","DAVIE","FL","33314","2025","","",""
"Condominium Project","16","PR73677","WESTVIEW COMMONS, A CONDO","5060 SW 64TH AVE","","DAVIE","FL","33314","2026","","",""
"Condominium Project","46","PR1S012422","WESTVIEW CONDO","3325 S.E. 15TH PLACE","","CAPE CORAL","FL","339047271","2026","24","26.4","0"
"Condominium Project","46","PR1S012422","WESTVIEW CONDO","3325 S.E. 15TH PLACE","","CAPE CORAL","FL","339047271","2025","24","24","0"
"Condominium Project","46","PR1S012422","WESTVIEW CONDO","3325 S.E. 15TH PLACE","","CAPE CORAL","FL","339047271","2023","24","24","0"
"Condominium Project","46","PR1S012422","WESTVIEW CONDO","3325 S.E. 15TH PLACE","","CAPE CORAL","FL","339047271","2022","24","24","0"
"Condominium Project","46","PR1S012422","WESTVIEW CONDO","3325 S.E. 15TH PLACE","","CAPE CORAL","FL","339047271","2024","24","24","0"
"Condominium Project","16","PR1S003686","WESTVIEW CONDO #2","9080 TAFT STREET #2","","PEMBROKE PINES","FL","330244654","2026","320","320","0"
"Condominium Project","16","PR1S003686","WESTVIEW CONDO #2","9080 TAFT STREET #2","","PEMBROKE PINES","FL","330244654","2025","320","320","0"
"Condominium Project","16","PR1S003686","WESTVIEW CONDO #2","9080 TAFT STREET #2","","PEMBROKE PINES","FL","330244654","2023","320","320","0"
"Condominium Project","16","PR1S003686","WESTVIEW CONDO #2","9080 TAFT STREET #2","","PEMBROKE PINES","FL","330244654","2024","320","320","0"
"Condominium Project","16","PR1S003686","WESTVIEW CONDO #2","9080 TAFT STREET #2","","PEMBROKE PINES","FL","330244654","2022","320","320","0"
"Condominium Project","16","PR1S003687","WESTVIEW CONDO #3","9130 ORCHID TREE LANE #3","","PEMBROKE PINES","FL","330244615","2022","264","264","0"
"Condominium Project","16","PR1S003687","WESTVIEW CONDO #3","9130 ORCHID TREE LANE #3","","PEMBROKE PINES","FL","330244615","2024","264","264","0"
"Condominium Project","16","PR1S003687","WESTVIEW CONDO #3","9130 ORCHID TREE LANE #3","","PEMBROKE PINES","FL","330244615","2023","264","264","0"
"Condominium Project","16","PR1S003687","WESTVIEW CONDO #3","9130 ORCHID TREE LANE #3","","PEMBROKE PINES","FL","330244615","2025","264","290.4","0"
"Condominium Project","16","PR1S003687","WESTVIEW CONDO #3","9130 ORCHID TREE LANE #3","","PEMBROKE PINES","FL","330244615","2026","264","264","0"
"Condominium Project","16","PR1S003688","WESTVIEW CONDO #4","9220 TAFT STREET #4","","PEMBROKE PINES","FL","330244524","2025","312","312","0"
"Condominium Project","16","PR1S003688","WESTVIEW CONDO #4","9220 TAFT STREET #4","","PEMBROKE PINES","FL","330244524","2023","312","312","0"
"Condominium Project","16","PR1S003688","WESTVIEW CONDO #4","9220 TAFT STREET #4","","PEMBROKE PINES","FL","330244524","2024","312","312","0"
"Condominium Project","16","PR1S003688","WESTVIEW CONDO #4","9220 TAFT STREET #4","","PEMBROKE PINES","FL","330244524","2022","312","312","0"
"Condominium Project","16","PR1S003688","WESTVIEW CONDO #4","9220 TAFT STREET #4","","PEMBROKE PINES","FL","330244524","2026","312","312","0"
"Condominium Project","16","PR1S003689","WESTVIEW CONDO #5","9391 N.W. 15TH COURT","","PEMBROKE PINES","FL","33024","2026","244","244","0"
"Condominium Project","16","PR1S003689","WESTVIEW CONDO #5","9391 N.W. 15TH COURT","","PEMBROKE PINES","FL","33024","2022","244","244","0"
"Condominium Project","16","PR1S003689","WESTVIEW CONDO #5","9391 N.W. 15TH COURT","","PEMBROKE PINES","FL","33024","2024","244","244","0"
"Condominium Project","16","PR1S003689","WESTVIEW CONDO #5","9391 N.W. 15TH COURT","","PEMBROKE PINES","FL","33024","2023","244","244","0"
"Condominium Project","16","PR1S003689","WESTVIEW CONDO #5","9391 N.W. 15TH COURT","","PEMBROKE PINES","FL","33024","2025","244","244","0"
"Condominium Project","16","PR1S003690","WESTVIEW CONDO #7","9900 N.W. 13TH COURT #7","","PEMBROKE PINES","FL","330244307","2025","320","320","0"
"Condominium Project","16","PR1S003690","WESTVIEW CONDO #7","9900 N.W. 13TH COURT #7","","PEMBROKE PINES","FL","330244307","2023","320","320","0"
"Condominium Project","16","PR1S003690","WESTVIEW CONDO #7","9900 N.W. 13TH COURT #7","","PEMBROKE PINES","FL","330244307","2024","320","320","0"
"Condominium Project","16","PR1S003690","WESTVIEW CONDO #7","9900 N.W. 13TH COURT #7","","PEMBROKE PINES","FL","330244307","2022","320","320","0"
"Condominium Project","16","PR1S003690","WESTVIEW CONDO #7","9900 N.W. 13TH COURT #7","","PEMBROKE PINES","FL","330244307","2026","320","320","0"
"Condominium Project","16","PR1S003691","WESTVIEW CONDO #8","9731 N.W. 10TH STREET #8","","PEMBROKE PINES","FL","330244409","2022","520","520","0"
"Condominium Project","16","PR1S003691","WESTVIEW CONDO #8","9731 N.W. 10TH STREET #8","","PEMBROKE PINES","FL","330244409","2024","520","629.2","0"
"Condominium Project","16","PR1S003691","WESTVIEW CONDO #8","9731 N.W. 10TH STREET #8","","PEMBROKE PINES","FL","330244409","2023","520","572","0"
"Condominium Project","16","PR1S003691","WESTVIEW CONDO #8","9731 N.W. 10TH STREET #8","","PEMBROKE PINES","FL","330244409","2025","520","520","0"
"Condominium Project","16","PR1S003691","WESTVIEW CONDO #8","9731 N.W. 10TH STREET #8","","PEMBROKE PINES","FL","330244409","2026","520","520","0"
"Condominium Project","16","PR1S003692","WESTVIEW CONDO NO. 9","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2025","240","240","0"
"Condominium Project","16","PR1S003692","WESTVIEW CONDO NO. 9","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2023","240","240","0"
"Condominium Project","16","PR1S003692","WESTVIEW CONDO NO. 9","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2024","240","240","0"
"Condominium Project","16","PR1S003692","WESTVIEW CONDO NO. 9","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2022","240","240","0"
"Condominium Project","16","PR1S003692","WESTVIEW CONDO NO. 9","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2026","240","240","0"
"Condominium Project","16","PR1S006786","WESTVIEW CONDO NO. TEN","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2024","216","237.6","0"
"Condominium Project","16","PR1S006786","WESTVIEW CONDO NO. TEN","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2023","216","216","0"
"Condominium Project","16","PR1S006786","WESTVIEW CONDO NO. TEN","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2025","216","216","0"
"Condominium Project","16","PR1S006786","WESTVIEW CONDO NO. TEN","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2026","216","216","0"
"Condominium Project","16","PR1S006786","WESTVIEW CONDO NO. TEN","9220 TAFT STREET","","PEMBROKE PINES","FL","330244524","2022","216","216","0"
"Condominium Project","62","PR1S023834","WESTVIEW GRANDE, A CONDO, THE","19710 GULF BOULEVARD","","INDIAN SHORES","FL","33785","2022","80","80","0"
"Condominium Project","62","PR1S023834","WESTVIEW GRANDE, A CONDO, THE","19710 GULF BOULEVARD","","INDIAN SHORES","FL","33785","2024","80","88","0"
"Condominium Project","62","PR1S023834","WESTVIEW GRANDE, A CONDO, THE","19710 GULF BOULEVARD","","INDIAN SHORES","FL","33785","2023","80","80","0"
"Condominium Project","62","PR1S023834","WESTVIEW GRANDE, A CONDO, THE","19710 GULF BOULEVARD","","INDIAN SHORES","FL","33785","2025","80","80","0"
"Condominium Project","62","PR1S023834","WESTVIEW GRANDE, A CONDO, THE","19710 GULF BOULEVARD","","INDIAN SHORES","FL","33785","2026","80","80","0"
"Condominium Project","21","PR1S007922","WESTVIEW ON THE BAY CONDO","710 WEST ELKCAM CIRCLE","","MARCO ISLAND","FL","339372279","2022","80","80","0"
"Condominium Project","21","PR1S007922","WESTVIEW ON THE BAY CONDO","710 WEST ELKCAM CIRCLE","","MARCO ISLAND","FL","339372279","2023","80","80","0"
"Condominium Project","21","PR1S007922","WESTVIEW ON THE BAY CONDO","710 WEST ELKCAM CIRCLE","","MARCO ISLAND","FL","339372279","2026","","",""
"Condominium Project","21","PR1S007922","WESTVIEW ON THE BAY CONDO","710 WEST ELKCAM CIRCLE","","MARCO ISLAND","FL","339372279","2025","80","80","0"
"Condominium Project","21","PR1S007922","WESTVIEW ON THE BAY CONDO","710 WEST ELKCAM CIRCLE","","MARCO ISLAND","FL","339372279","2024","80","80","0"
"Condominium Project","16","PR1S000834","WESTVIEW TOWNHOUSES","9100 TAFT STREET","","PEMBROKE PINES","FL","330244600","2024","200","200","0"
"Condominium Project","16","PR1S000834","WESTVIEW TOWNHOUSES","9100 TAFT STREET","","PEMBROKE PINES","FL","330244600","2023","200","200","0"
"Condominium Project","16","PR1S000834","WESTVIEW TOWNHOUSES","9100 TAFT STREET","","PEMBROKE PINES","FL","330244600","2025","200","0","220"
"Condominium Project","16","PR1S000834","WESTVIEW TOWNHOUSES","9100 TAFT STREET","","PEMBROKE PINES","FL","330244600","2026","","",""
"Condominium Project","16","PR1S000834","WESTVIEW TOWNHOUSES","9100 TAFT STREET","","PEMBROKE PINES","FL","330244600","2022","200","200","0"
"Condominium Project","23","PR1P023898","WESTVIEW VILLAS-I, A CONDO","7080 WEST 35 AVENUE","","HIALEAH","FL","33016","2022","112","112","0"
"Condominium Project","23","PR1P023898","WESTVIEW VILLAS-I, A CONDO","7080 WEST 35 AVENUE","","HIALEAH","FL","33016","2023","112","112","0"
"Condominium Project","23","PR1P023898","WESTVIEW VILLAS-I, A CONDO","7080 WEST 35 AVENUE","","HIALEAH","FL","33016","2026","112","112","0"
"Condominium Project","23","PR1P023898","WESTVIEW VILLAS-I, A CONDO","7080 WEST 35 AVENUE","","HIALEAH","FL","33016","2025","112","112","0"
"Condominium Project","23","PR1P023898","WESTVIEW VILLAS-I, A CONDO","7080 WEST 35 AVENUE","","HIALEAH","FL","33016","2024","112","123.2","0"
"Condominium Project","23","PR1P024217","WESTVIEW VILLAS-II, A CONDO","7020 WEST 35 AVENUE","","HIALEAH","FL","33016","2024","112","112","0"
"Condominium Project","23","PR1P024217","WESTVIEW VILLAS-II, A CONDO","7020 WEST 35 AVENUE","","HIALEAH","FL","33016","2026","112","112","0"
"Condominium Project","23","PR1P024217","WESTVIEW VILLAS-II, A CONDO","7020 WEST 35 AVENUE","","HIALEAH","FL","33016","2025","112","112","0"
"Condominium Project","23","PR1P024217","WESTVIEW VILLAS-II, A CONDO","7020 WEST 35 AVENUE","","HIALEAH","FL","33016","2022","112","112","0"
"Condominium Project","23","PR1P024217","WESTVIEW VILLAS-II, A CONDO","7020 WEST 35 AVENUE","","HIALEAH","FL","33016","2023","112","112","0"
"Condominium Project","62","PR1V015890","WESTWIND APTS","9715 HARRELL AVENUE","","TREASURE ISLAND","FL","337063232","2026","160","160","0"
"Condominium Project","62","PR1V015890","WESTWIND APTS","9715 HARRELL AVENUE","","TREASURE ISLAND","FL","337063232","2025","160","160","0"
"Condominium Project","62","PR1V015890","WESTWIND APTS","9715 HARRELL AVENUE","","TREASURE ISLAND","FL","337063232","2024","160","160","0"
"Condominium Project","62","PR1V015890","WESTWIND APTS","9715 HARRELL AVENUE","","TREASURE ISLAND","FL","337063232","2023","160","160","0"
"Condominium Project","62","PR1V015890","WESTWIND APTS","9715 HARRELL AVENUE","","TREASURE ISLAND","FL","337063232","2022","160","160","0"
"Condominium Project","62","PR75319","WESTWIND AT TREASURE ISLAND CONDO","225 104TH AVENUE","","TREASURE ISLAND","FL","33706","2022","80","80","0"
"Condominium Project","62","PR75319","WESTWIND AT TREASURE ISLAND CONDO","225 104TH AVENUE","","TREASURE ISLAND","FL","33706","2023","80","80","0"
"Condominium Project","62","PR75319","WESTWIND AT TREASURE ISLAND CONDO","225 104TH AVENUE","","TREASURE ISLAND","FL","33706","2024","80","80","0"
"Condominium Project","62","PR75319","WESTWIND AT TREASURE ISLAND CONDO","225 104TH AVENUE","","TREASURE ISLAND","FL","33706","2025","80","80","0"
"Condominium Project","62","PR75319","WESTWIND AT TREASURE ISLAND CONDO","225 104TH AVENUE","","TREASURE ISLAND","FL","33706","2026","80","80","0"
"Condominium Project","46","PR1S016777","WESTWIND CONDO ASSN INC","3045 ESTERO BLVD","","FORT MYERS BEACH","FL","339313617","2026","128","128","0"
"Condominium Project","46","PR1S016777","WESTWIND CONDO ASSN INC","3045 ESTERO BLVD","","FORT MYERS BEACH","FL","339313617","2025","128","128","0"
"Condominium Project","46","PR1S016777","WESTWIND CONDO ASSN INC","3045 ESTERO BLVD","","FORT MYERS BEACH","FL","339313617","2023","128","128","0"
"Condominium Project","46","PR1S016777","WESTWIND CONDO ASSN INC","3045 ESTERO BLVD","","FORT MYERS BEACH","FL","339313617","2022","128","128","0"
"Condominium Project","46","PR1S016777","WESTWIND CONDO ASSN INC","3045 ESTERO BLVD","","FORT MYERS BEACH","FL","339313617","2024","128","128","0"
"Condominium Project","23","PR1P009697","WESTWIND LAKES GARDEN HOME","6553 S.W. 152ND PLACE","","MIAMI","FL","331932141","2026","776","776","0"
"Condominium Project","23","PR1P009697","WESTWIND LAKES GARDEN HOME","6553 S.W. 152ND PLACE","","MIAMI","FL","331932141","2025","776","776","0"
"Condominium Project","23","PR1P009697","WESTWIND LAKES GARDEN HOME","6553 S.W. 152ND PLACE","","MIAMI","FL","331932141","2024","776","776","0"
"Condominium Project","23","PR1P009697","WESTWIND LAKES GARDEN HOME","6553 S.W. 152ND PLACE","","MIAMI","FL","331932141","2022","776","776","0"
"Condominium Project","23","PR1P009697","WESTWIND LAKES GARDEN HOME","6553 S.W. 152ND PLACE","","MIAMI","FL","331932141","2023","776","776","0"
"Condominium Project","39","PR1P003830","WESTWIND PLACE, A CONDO","11720 B SHELDON ROAD","","TAMPA","FL","33625","2023","460","460","0"
"Condominium Project","39","PR1P003830","WESTWIND PLACE, A CONDO","11720 B SHELDON ROAD","","TAMPA","FL","33625","2022","460","506","0"
"Condominium Project","39","PR1P003830","WESTWIND PLACE, A CONDO","11720 B SHELDON ROAD","","TAMPA","FL","33625","2024","460","506","0"
"Condominium Project","39","PR1P003830","WESTWIND PLACE, A CONDO","11720 B SHELDON ROAD","","TAMPA","FL","33625","2025","460","460","0"
"Condominium Project","39","PR1P003830","WESTWIND PLACE, A CONDO","11720 B SHELDON ROAD","","TAMPA","FL","33625","2026","","",""
"Condominium Project","76","PR1U023951","WESTWINDS AT SANDESTIN, A CONDO","W BEACH DR","","DESTIN","FL","32541","2023","596","596","0"
"Condominium Project","76","PR1U023951","WESTWINDS AT SANDESTIN, A CONDO","W BEACH DR","","DESTIN","FL","32541","2022","596","596","0"
"Condominium Project","76","PR1U023951","WESTWINDS AT SANDESTIN, A CONDO","W BEACH DR","","DESTIN","FL","32541","2024","596","596","0"
"Condominium Project","76","PR1U023951","WESTWINDS AT SANDESTIN, A CONDO","W BEACH DR","","DESTIN","FL","32541","2025","596","596","0"
"Condominium Project","76","PR1U023951","WESTWINDS AT SANDESTIN, A CONDO","W BEACH DR","","DESTIN","FL","32541","2026","596","596","0"
"Condominium Project","62","PR71819","WESTWINDS OF TREASURE ISLAND, A CONDO","10265 GULF BLVD","","TREASURE ISLAND","FL","33706","2022","144","144","0"
"Condominium Project","62","PR71819","WESTWINDS OF TREASURE ISLAND, A CONDO","10265 GULF BLVD","","TREASURE ISLAND","FL","33706","2023","144","144","0"
"Condominium Project","62","PR71819","WESTWINDS OF TREASURE ISLAND, A CONDO","10265 GULF BLVD","","TREASURE ISLAND","FL","33706","2024","144","144","0"
"Condominium Project","62","PR71819","WESTWINDS OF TREASURE ISLAND, A CONDO","10265 GULF BLVD","","TREASURE ISLAND","FL","33706","2025","144","144","0"
"Condominium Project","62","PR71819","WESTWINDS OF TREASURE ISLAND, A CONDO","10265 GULF BLVD","","TREASURE ISLAND","FL","33706","2026","144","144","0"
"Condominium Project","16","PR1P012227","WESTWINDS ON THE GREEN, WIMBLEDON AT JACARANDA CONDO # 1-PH. VI","131 SW 94TH TER","","PLANTATION","FL","333242431","2025","80","80","0"
"Condominium Project","16","PR1P012227","WESTWINDS ON THE GREEN, WIMBLEDON AT JACARANDA CONDO # 1-PH. VI","131 SW 94TH TER","","PLANTATION","FL","333242431","2026","80","80","0"
"Condominium Project","16","PR1P012227","WESTWINDS ON THE GREEN, WIMBLEDON AT JACARANDA CONDO # 1-PH. VI","131 SW 94TH TER","","PLANTATION","FL","333242431","2024","80","88","0"
"Condominium Project","16","PR1P012227","WESTWINDS ON THE GREEN, WIMBLEDON AT JACARANDA CONDO # 1-PH. VI","131 SW 94TH TER","","PLANTATION","FL","333242431","2023","80","80","0"
"Condominium Project","16","PR1P012227","WESTWINDS ON THE GREEN, WIMBLEDON AT JACARANDA CONDO # 1-PH. VI","131 SW 94TH TER","","PLANTATION","FL","333242431","2022","80","80","0"
"Condominium Project","16","PR1P005815","WESTWOOD AT CYPRESS RUN, A CONDO","LAKEVIEW DR. & N.W. 107TH DR.","","CORAL SPRINGS","FL","33071","2026","240","240","0"
"Condominium Project","16","PR1P005815","WESTWOOD AT CYPRESS RUN, A CONDO","LAKEVIEW DR. & N.W. 107TH DR.","","CORAL SPRINGS","FL","33071","2025","240","240","0"
"Condominium Project","16","PR1P005815","WESTWOOD AT CYPRESS RUN, A CONDO","LAKEVIEW DR. & N.W. 107TH DR.","","CORAL SPRINGS","FL","33071","2024","240","240","0"
"Condominium Project","16","PR1P005815","WESTWOOD AT CYPRESS RUN, A CONDO","LAKEVIEW DR. & N.W. 107TH DR.","","CORAL SPRINGS","FL","33071","2022","240","240","0"
"Condominium Project","16","PR1P005815","WESTWOOD AT CYPRESS RUN, A CONDO","LAKEVIEW DR. & N.W. 107TH DR.","","CORAL SPRINGS","FL","33071","2023","240","240","0"
"Condominium Project","58","PR76398","WESTWOOD CONDO I, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2022","48","48","0"
"Condominium Project","58","PR76398","WESTWOOD CONDO I, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2023","48","48","0"
"Condominium Project","58","PR76398","WESTWOOD CONDO I, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2024","48","48","0"
"Condominium Project","58","PR76398","WESTWOOD CONDO I, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2025","48","48","0"
"Condominium Project","58","PR76398","WESTWOOD CONDO I, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2026","48","48","0"
"Condominium Project","58","PR76397","WESTWOOD CONDO II, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2022","660","660","0"
"Condominium Project","58","PR76397","WESTWOOD CONDO II, A CONDO","3723 SENACA CLUB LOOP","","ORLANDO","FL","32808","2023","660","660","0"
